,emg
2140,-22176
2141,-44252
2142,-55847
2143,-48038
2144,-45617
2145,-45019
2146,-46195
2147,-48929
2148,-52465
2149,-58041
2150,-64825
2151,-65532
2152,-53302
2153,-47737
2154,-45328
2155,-45175
2156,-46347
2157,-49031
2158,-52145
2159,-56741
2160,-67194
2161,-65142
2162,-52946
2163,-47814
2164,-45366
2165,-44524
2166,-46001
2167,-48793
2168,-52025
2169,-55747
2170,-65071
2171,-61803
2172,-51297
2173,-47557
2174,-45269
2175,-44674
2176,-46089
2177,-48727
2178,-51513
2179,-54574
2180,-62806
2181,-58942
2182,-50723
2183,-47787
2184,-45467
2185,-44542
2186,-45805
2187,-48544
2188,-51694
2189,-54301
2190,-61059
2191,-58016
2192,-51298
2193,-47611
2194,-45037
2195,-44622
2196,-45882
2197,-48596
2198,-51775
2199,-53757
2200,-54344
2201,-53462
2202,-51065
2203,-47754
2204,-45251
2205,-44664
2206,-45728
2207,-48507
2208,-51839
2209,-54107
2210,-54650
2211,-53427
2212,-50596
2213,-47387
2214,-44844
2215,-44194
2216,-45454
2217,-48827
2218,-52422
2219,-54514
2220,-55101
2221,-53577
2222,-50659
2223,-47306
2224,-44948
2225,-44264
2226,-45301
2227,-48101
2228,-51457
2229,-53780
2230,-59727
2231,-56817
2232,-50738
2233,-47368
2234,-45190
2235,-44569
2236,-45759
2237,-48781
2238,-52028
2239,-55054
2240,-63121
2241,-59282
2242,-50892
2243,-47531
2244,-45172
2245,-44716
2246,-45719
2247,-47953
2248,-50817
2249,-54258
2250,-65069
2251,-63211
2252,-52554
2253,-47744
2254,-45423
2255,-45301
2256,-46387
2257,-49069
2258,-52567
2259,-56659
2260,-66779
2261,-64927
2262,-52698
2263,-47739
2264,-45306
2265,-44795
2266,-46012
2267,-49224
2268,-53078
2269,-57537
2270,-67554
2271,-66079
2272,-53595
2273,-48256
2274,-46058
2275,-45586
2276,-46911
2277,-49734
2278,-52718
2279,-57292
2280,-67604
2281,-66489
2282,-54087
2283,-48293
2284,-45766
2285,-44943
2286,-46067
2287,-49055
2288,-52420
2289,-57259
2290,-67104
2291,-65613
2292,-53642
2293,-48528
2294,-45851
2295,-44616
2296,-45892
2297,-48536
2298,-51539
2299,-56244
2300,-67077
2301,-64167
2302,-51904
2303,-47734
2304,-45336
2305,-44692
2306,-46032
2307,-48709
2308,-51979
2309,-54729
2310,-61022
2311,-57577
2312,-51219
2313,-47996
2314,-45435
2315,-44985
2316,-46266
2317,-48202
2318,-51132
2319,-54246
2320,-55728
2321,-54289
2322,-51027
2323,-47653
2324,-45516
2325,-44994
2326,-46093
2327,-48563
2328,-51718
2329,-54251
2330,-54807
2331,-53623
2332,-50983
2333,-47725
2334,-45352
2335,-44736
2336,-45870
2337,-48452
2338,-52077
2339,-54796
2340,-55173
2341,-53970
2342,-51216
2343,-47552
2344,-45102
2345,-44635
2346,-45677
2347,-48347
2348,-51986
2349,-54332
2350,-54665
2351,-53452
2352,-51029
2353,-47770
2354,-45375
2355,-44714
2356,-45817
2357,-48478
2358,-52113
2359,-54614
2360,-55198
2361,-53987
2362,-51186
2363,-47784
2364,-44902
2365,-43957
2366,-45191
2367,-48375
2368,-52197
2369,-54848
2370,-55278
2371,-54052
2372,-51683
2373,-48460
2374,-45742
2375,-44853
2376,-45673
2377,-48385
2378,-51827
2379,-54625
2380,-55491
2381,-54566
2382,-51853
2383,-48457
2384,-45896
2385,-45199
2386,-46449
2387,-49334
2388,-52990
2389,-55461
2390,-56173
2391,-54787
2392,-52346
2393,-49200
2394,-46667
2395,-45711
2396,-46895
2397,-49949
2398,-53234
2399,-55845
2400,-56594
2401,-55141
2402,-52727
2403,-49751
2404,-46951
2405,-46354
2406,-47509
2407,-50104
2408,-53539
2409,-55979
2410,-56547
2411,-55185
2412,-52732
2413,-49388
2414,-46773
2415,-46229
2416,-47549
2417,-50356
2418,-53447
2419,-56213
2420,-57229
2421,-55754
2422,-52936
2423,-49771
2424,-47256
2425,-46877
2426,-48203
2427,-50821
2428,-54033
2429,-56572
2430,-57669
2431,-56766
2432,-53664
2433,-49907
2434,-47956
2435,-47426
2436,-48020
2437,-50434
2438,-53852
2439,-55971
2440,-56606
2441,-55390
2442,-52294
2443,-48607
2444,-45999
2445,-45503
2446,-46629
2447,-48937
2448,-52207
2449,-55130
2450,-55782
2451,-54275
2452,-52181
2453,-49237
2454,-46772
2455,-46452
2456,-47896
2457,-50307
2458,-53909
2459,-56627
2460,-57562
2461,-56644
2462,-53838
2463,-50236
2464,-47882
2465,-47506
2466,-48825
2467,-51154
2468,-54391
2469,-56869
2470,-57368
2471,-55372
2472,-53138
2473,-50155
2474,-47259
2475,-46633
2476,-48117
2477,-50599
2478,-53582
2479,-56003
2480,-57259
2481,-56392
2482,-53363
2483,-49736
2484,-47292
2485,-46581
2486,-47542
2487,-50677
2488,-54056
2489,-56302
2490,-57186
2491,-55670
2492,-53238
2493,-50056
2494,-47639
2495,-46284
2496,-47002
2497,-49867
2498,-53580
2499,-56292
2500,-56847
2501,-55941
2502,-53853
2503,-50262
2504,-47831
2505,-47261
2506,-48216
2507,-50764
2508,-54114
2509,-57344
2510,-65117
2511,-62141
2512,-53803
2513,-50366
2514,-47914
2515,-47162
2516,-48336
2517,-51052
2518,-54507
2519,-57740
2520,-66944
2521,-65167
2522,-54443
2523,-50367
2524,-47939
2525,-47212
2526,-48469
2527,-50970
2528,-54059
2529,-58437
2530,-68651
2531,-67749
2532,-55657
2533,-50734
2534,-48195
2535,-47431
2536,-48569
2537,-51094
2538,-54052
2539,-57932
2540,-68184
2541,-67167
2542,-55277
2543,-51077
2544,-48206
2545,-46932
2546,-48353
2547,-51569
2548,-55164
2549,-59297
2550,-69509
2551,-68591
2552,-56491
2553,-50912
2554,-47989
2555,-47636
2556,-49144
2557,-51718
2558,-55130
2559,-59499
2560,-69875
2561,-69332
2562,-56908
2563,-51059
2564,-48486
2565,-47692
2566,-49149
2567,-51809
2568,-55356
2569,-59889
2570,-70069
2571,-69003
2572,-56678
2573,-51140
2574,-49113
2575,-48479
2576,-49199
2577,-51807
2578,-55246
2579,-59914
2580,-70208
2581,-69115
2582,-56237
2583,-50617
2584,-48917
2585,-48551
2586,-49191
2587,-52012
2588,-55607
2589,-60819
2590,-71085
2591,-69716
2592,-57089
2593,-51429
2594,-48671
2595,-48232
2596,-49628
2597,-52009
2598,-55253
2599,-60367
2600,-70653
2601,-69841
2602,-57399
2603,-51154
2604,-48962
2605,-48231
2606,-49026
2607,-51611
2608,-55672
2609,-60551
2610,-70914
2611,-69541
2612,-57437
2613,-51704
2614,-48826
2615,-48286
2616,-49432
2617,-51941
2618,-55552
2619,-60259
2620,-70534
2621,-69800
2622,-57439
2623,-51285
2624,-48707
2625,-48348
2626,-49825
2627,-52480
2628,-55569
2629,-60229
2630,-70542
2631,-69602
2632,-56994
2633,-51973
2634,-49683
2635,-48772
2636,-49839
2637,-52565
2638,-56035
2639,-60609
2640,-71099
2641,-70376
2642,-57774
2643,-51756
2644,-49366
2645,-48757
2646,-49894
2647,-52787
2648,-56188
2649,-60722
2650,-71162
2651,-70329
2652,-57868
2653,-52031
2654,-49408
2655,-48444
2656,-49684
2657,-52657
2658,-56501
2659,-60981
2660,-71076
2661,-70120
2662,-57549
2663,-52054
2664,-49344
2665,-48452
2666,-50091
2667,-53223
2668,-56661
2669,-60937
2670,-71591
2671,-70157
2672,-57660
2673,-52234
2674,-49679
2675,-48945
2676,-50141
2677,-52918
2678,-56403
2679,-60550
2680,-70816
2681,-70124
2682,-57669
2683,-52248
2684,-49661
2685,-48988
2686,-50219
2687,-52757
2688,-56454
2689,-61021
2690,-71109
2691,-69899
2692,-57602
2693,-52545
2694,-49869
2695,-49165
2696,-50431
2697,-53086
2698,-56619
2699,-60965
2700,-71257
2701,-69967
2702,-57657
2703,-52791
2704,-50346
2705,-49297
2706,-50271
2707,-52963
2708,-56553
2709,-60869
2710,-70873
2711,-69366
2712,-57231
2713,-52570
2714,-50232
2715,-49343
2716,-50497
2717,-53376
2718,-56999
2719,-60775
2720,-70872
2721,-69620
2722,-57491
2723,-52808
2724,-50253
2725,-49366
2726,-50567
2727,-53446
2728,-56939
2729,-60932
2730,-70847
2731,-70299
2732,-58169
2733,-53074
2734,-50429
2735,-49612
2736,-50827
2737,-53861
2738,-57287
2739,-61557
2740,-71741
2741,-70406
2742,-58271
2743,-53071
2744,-50471
2745,-49659
2746,-50918
2747,-53650
2748,-57269
2749,-61798
2750,-72047
2751,-71071
2752,-58612
2753,-53230
2754,-50526
2755,-49747
2756,-51273
2757,-54139
2758,-57346
2759,-61698
2760,-71943
2761,-71104
2762,-58462
2763,-52707
2764,-50322
2765,-50094
2766,-51403
2767,-54125
2768,-57541
2769,-61702
2770,-71854
2771,-71245
2772,-58675
2773,-53019
2774,-50668
2775,-50077
2776,-51238
2777,-53982
2778,-57436
2779,-60886
2780,-70393
2781,-67740
2782,-57031
2783,-53241
2784,-50429
2785,-49585
2786,-51271
2787,-53861
2788,-57330
2789,-60065
2790,-60773
2791,-59137
2792,-56167
2793,-52962
2794,-50511
2795,-49799
2796,-50984
2797,-54004
2798,-57496
2799,-59992
2800,-60819
2801,-59302
2802,-56486
2803,-53151
2804,-50506
2805,-49704
2806,-50697
2807,-53856
2808,-57462
2809,-59838
2810,-60646
2811,-59444
2812,-56777
2813,-53175
2814,-50482
2815,-49588
2816,-51294
2817,-54629
2818,-57901
2819,-60091
2820,-60733
2821,-59542
2822,-56687
2823,-53117
2824,-50604
2825,-50007
2826,-51288
2827,-54123
2828,-57804
2829,-60323
2830,-60852
2831,-59394
2832,-56571
2833,-53291
2834,-50672
2835,-50001
2836,-51474
2837,-54257
2838,-57732
2839,-60328
2840,-60956
2841,-59716
2842,-56881
2843,-53152
2844,-50528
2845,-49871
2846,-51224
2847,-54236
2848,-58094
2849,-60408
2850,-60987
2851,-59721
2852,-57091
2853,-53674
2854,-50859
2855,-49986
2856,-51531
2857,-54544
2858,-57912
2859,-60502
2860,-61522
2861,-60154
2862,-56961
2863,-53465
2864,-50861
2865,-50399
2866,-51589
2867,-54591
2868,-58187
2869,-60771
2870,-61339
2871,-59914
2872,-57147
2873,-53900
2874,-51412
2875,-50175
2876,-51104
2877,-54307
2878,-58346
2879,-60983
2880,-61220
2881,-59774
2882,-56962
2883,-53526
2884,-50978
2885,-50473
2886,-51709
2887,-54321
2888,-57823
2889,-60627
2890,-61209
2891,-59998
2892,-57228
2893,-53637
2894,-50939
2895,-50274
2896,-51649
2897,-54486
2898,-57949
2899,-60584
2900,-61387
2901,-60131
2902,-57149
2903,-53548
2904,-51070
2905,-50292
2906,-51611
2907,-54676
2908,-58344
2909,-60817
2910,-61826
2911,-60274
2912,-57281
2913,-53695
2914,-51078
2915,-50741
2916,-52331
2917,-54922
2918,-58386
2919,-61114
2920,-61797
2921,-60478
2922,-57764
2923,-54284
2924,-51726
2925,-51051
2926,-52036
2927,-54674
2928,-58432
2929,-61014
2930,-61604
2931,-60259
2932,-57584
2933,-54154
2934,-51478
2935,-50722
2936,-51999
2937,-54674
2938,-58427
2939,-61364
2940,-61851
2941,-60550
2942,-57810
2943,-54171
2944,-51700
2945,-50811
2946,-52087
2947,-55218
2948,-58454
2949,-61106
2950,-61721
2951,-60467
2952,-57742
2953,-54032
2954,-51532
2955,-50883
2956,-52191
2957,-54817
2958,-58645
2959,-61149
2960,-61652
2961,-60672
2962,-57744
2963,-54202
2964,-51432
2965,-51296
2966,-52289
2967,-55110
2968,-58507
2969,-61134
2970,-61734
2971,-60482
2972,-57729
2973,-54102
2974,-51512
2975,-50789
2976,-52084
2977,-54999
2978,-58641
2979,-61430
2980,-62085
2981,-60740
2982,-57756
2983,-54205
2984,-51662
2985,-50956
2986,-52191
2987,-55142
2988,-58726
2989,-60994
2990,-61632
2991,-60352
2992,-58100
2993,-54517
2994,-51472
2995,-50983
2996,-52612
2997,-55022
2998,-58701
2999,-61671
3000,-62212
3001,-60812
3002,-57995
3003,-54456
3004,-51993
3005,-51296
3006,-52816
3007,-55656
3008,-59045
3009,-61524
3010,-62369
3011,-61144
3012,-58237
3013,-54902
3014,-52325
3015,-51624
3016,-52954
3017,-55733
3018,-59366
3019,-61888
3020,-62497
3021,-61246
3022,-58362
3023,-54656
3024,-52225
3025,-51791
3026,-52835
3027,-55608
3028,-59421
3029,-62267
3030,-62801
3031,-61407
3032,-58548
3033,-55058
3034,-52557
3035,-51748
3036,-52834
3037,-55685
3038,-59625
3039,-62324
3040,-62719
3041,-60912
3042,-58494
3043,-55122
3044,-52437
3045,-52019
3046,-53372
3047,-56112
3048,-59739
3049,-62564
3050,-63139
3051,-61579
3052,-58532
3053,-55014
3054,-52827
3055,-52200
3056,-53563
3057,-56269
3058,-59809
3059,-62484
3060,-63072
3061,-61687
3062,-58797
3063,-55393
3064,-52709
3065,-51942
3066,-53453
3067,-56560
3068,-59981
3069,-62412
3070,-63005
3071,-61519
3072,-58891
3073,-55701
3074,-53074
3075,-52371
3076,-53747
3077,-56464
3078,-59922
3079,-62280
3080,-62917
3081,-61744
3082,-58892
3083,-55344
3084,-52696
3085,-51806
3086,-53007
3087,-56050
3088,-59654
3089,-61914
3090,-62427
3091,-61514
3092,-58776
3093,-55081
3094,-52674
3095,-52045
3096,-53175
3097,-56059
3098,-59752
3099,-62402
3100,-62937
3101,-61472
3102,-58672
3103,-54796
3104,-52259
3105,-51530
3106,-52650
3107,-55576
3108,-59337
3109,-61936
3110,-61906
3111,-60422
3112,-57725
3113,-53782
3114,-51436
3115,-51814
3116,-52638
3117,-55076
3118,-59089
3119,-61547
3120,-62174
3121,-61082
3122,-58542
3123,-54504
3124,-51916
3125,-51562
3126,-52659
3127,-55512
3128,-59232
3129,-61744
3130,-62404
3131,-61119
3132,-58104
3133,-54534
3134,-52044
3135,-51210
3136,-52427
3137,-55385
3138,-59080
3139,-61617
3140,-62202
3141,-60904
3142,-58231
3143,-54877
3144,-52197
3145,-51529
3146,-52730
3147,-55405
3148,-58744
3149,-61235
3150,-62227
3151,-61219
3152,-58239
3153,-54809
3154,-52087
3155,-51442
3156,-52722
3157,-55419
3158,-58949
3159,-61458
3160,-61999
3161,-60924
3162,-58346
3163,-54693
3164,-51906
3165,-51206
3166,-52561
3167,-55358
3168,-59043
3169,-61436
3170,-61983
3171,-60899
3172,-58229
3173,-54463
3174,-51646
3175,-50809
3176,-52324
3177,-55235
3178,-58767
3179,-61104
3180,-61664
3181,-60645
3182,-57942
3183,-54495
3184,-51900
3185,-50881
3186,-52032
3187,-54977
3188,-58430
3189,-60917
3190,-61534
3191,-60285
3192,-57814
3193,-54353
3194,-51727
3195,-50989
3196,-52178
3197,-54987
3198,-58605
3199,-61113
3200,-61807
3201,-60453
3202,-57538
3203,-54034
3204,-51568
3205,-50711
3206,-51839
3207,-54674
3208,-58401
3209,-61018
3210,-61453
3211,-60398
3212,-57513
3213,-54051
3214,-51660
3215,-50927
3216,-52011
3217,-54782
3218,-58225
3219,-60986
3220,-61219
3221,-59844
3222,-57467
3223,-54102
3224,-51409
3225,-50951
3226,-52484
3227,-55212
3228,-58369
3229,-60946
3230,-61829
3231,-60557
3232,-57667
3233,-53953
3234,-51172
3235,-50427
3236,-51924
3237,-55240
3238,-58601
3239,-60815
3240,-61557
3241,-60741
3242,-57621
3243,-53897
3244,-51506
3245,-50822
3246,-52094
3247,-55006
3248,-58624
3249,-60972
3250,-61303
3251,-60004
3252,-57864
3253,-54064
3254,-51656
3255,-51060
3256,-52244
3257,-55027
3258,-58341
3259,-60889
3260,-61563
3261,-60194
3262,-57387
3263,-54327
3264,-51887
3265,-51361
3266,-52461
3267,-55270
3268,-58736
3269,-61209
3270,-61799
3271,-60603
3272,-57679
3273,-54208
3274,-51829
3275,-51111
3276,-52272
3277,-55246
3278,-59032
3279,-61569
3280,-62148
3281,-60577
3282,-57609
3283,-54230
3284,-51629
3285,-50739
3286,-52434
3287,-55345
3288,-58889
3289,-61339
3290,-61716
3291,-60267
3292,-57859
3293,-54537
3294,-52141
3295,-51331
3296,-52332
3297,-55001
3298,-58366
3299,-61014
3300,-61879
3301,-61134
3302,-58011
3303,-54394
3304,-51985
3305,-51562
3306,-53184
3307,-55884
3308,-59086
3309,-61435
3310,-61986
3311,-61083
3312,-58024
3313,-54354
3314,-52049
3315,-51678
3316,-53077
3317,-55857
3318,-59122
3319,-61486
3320,-62050
3321,-60766
3322,-58004
3323,-54461
3324,-51974
3325,-51294
3326,-52367
3327,-55290
3328,-58852
3329,-61498
3330,-61745
3331,-60661
3332,-58025
3333,-54706
3334,-52212
3335,-51398
3336,-52597
3337,-55321
3338,-59003
3339,-61366
3340,-61694
3341,-60250
3342,-57714
3343,-54314
3344,-52144
3345,-51442
3346,-52741
3347,-55394
3348,-58663
3349,-61129
3350,-61733
3351,-60506
3352,-57849
3353,-54161
3354,-51527
3355,-50691
3356,-52363
3357,-55191
3358,-58390
3359,-61216
3360,-61747
3361,-60346
3362,-57619
3363,-54135
3364,-51543
3365,-50736
3366,-51794
3367,-54516
3368,-58301
3369,-60645
3370,-61650
3371,-60286
3372,-57444
3373,-54004
3374,-51452
3375,-50456
3376,-51560
3377,-54483
3378,-58284
3379,-60669
3380,-61259
3381,-59850
3382,-57119
3383,-54219
3384,-51741
3385,-50670
3386,-51326
3387,-54124
3388,-58310
3389,-61270
3390,-61742
3391,-59949
3392,-57253
3393,-53854
3394,-51386
3395,-50694
3396,-51872
3397,-54365
3398,-57962
3399,-60777
3400,-61209
3401,-59401
3402,-56830
3403,-53929
3404,-51264
3405,-50440
3406,-51827
3407,-54387
3408,-57763
3409,-60502
3410,-61321
3411,-59768
3412,-56955
3413,-53643
3414,-51265
3415,-50197
3416,-51261
3417,-54729
3418,-58257
3419,-60622
3420,-61095
3421,-59867
3422,-57234
3423,-53951
3424,-51119
3425,-50428
3426,-52111
3427,-54672
3428,-57567
3429,-60306
3430,-61337
3431,-59765
3432,-57114
3433,-53834
3434,-51584
3435,-50780
3436,-51618
3437,-54187
3438,-57874
3439,-60443
3440,-60661
3441,-59451
3442,-56862
3443,-54049
3444,-51759
3445,-50601
3446,-51954
3447,-54606
3448,-58006
3449,-60498
3450,-61087
3451,-59411
3452,-56540
3453,-53584
3454,-51229
3455,-50502
3456,-51662
3457,-54189
3458,-57736
3459,-60468
3460,-61150
3461,-59845
3462,-57137
3463,-53856
3464,-51339
3465,-50706
3466,-51941
3467,-54355
3468,-57530
3469,-59978
3470,-61080
3471,-59722
3472,-56538
3473,-53528
3474,-51188
3475,-50637
3476,-51736
3477,-54363
3478,-58007
3479,-60327
3480,-60833
3481,-59548
3482,-56915
3483,-53738
3484,-51225
3485,-50765
3486,-51852
3487,-54342
3488,-57569
3489,-60411
3490,-61009
3491,-59837
3492,-57269
3493,-53853
3494,-51254
3495,-50267
3496,-51536
3497,-54431
3498,-57728
3499,-60200
3500,-60736
3501,-59545
3502,-56701
3503,-53515
3504,-51383
3505,-50789
3506,-51825
3507,-54350
3508,-57847
3509,-60017
3510,-60451
3511,-59698
3512,-57163
3513,-53542
3514,-50859
3515,-50274
3516,-51312
3517,-53852
3518,-57589
3519,-60407
3520,-60765
3521,-59453
3522,-56903
3523,-53549
3524,-51149
3525,-50457
3526,-51662
3527,-54134
3528,-57301
3529,-59691
3530,-60429
3531,-59617
3532,-56912
3533,-53526
3534,-51171
3535,-50414
3536,-51531
3537,-54196
3538,-57791
3539,-60274
3540,-60707
3541,-59364
3542,-56717
3543,-53557
3544,-51316
3545,-50703
3546,-51637
3547,-53750
3548,-57262
3549,-60154
3550,-60598
3551,-59238
3552,-56837
3553,-53472
3554,-50912
3555,-50278
3556,-51785
3557,-54189
3558,-57095
3559,-59784
3560,-60674
3561,-59922
3562,-57166
3563,-53363
3564,-50896
3565,-50406
3566,-51606
3567,-54326
3568,-57793
3569,-60174
3570,-60795
3571,-59724
3572,-57044
3573,-53626
3574,-51196
3575,-50443
3576,-51552
3577,-54213
3578,-57525
3579,-60071
3580,-60495
3581,-59777
3582,-57372
3583,-53708
3584,-50868
3585,-50167
3586,-51596
3587,-54401
3588,-57762
3589,-60147
3590,-60759
3591,-59554
3592,-57023
3593,-53578
3594,-50937
3595,-50309
3596,-51538
3597,-53885
3598,-57389
3599,-60374
3600,-60778
3601,-59484
3602,-56687
3603,-53128
3604,-51089
3605,-50568
3606,-51848
3607,-54434
3608,-57661
3609,-60089
3610,-60862
3611,-59631
3612,-56737
3613,-53272
3614,-50971
3615,-50654
3616,-51964
3617,-54306
3618,-57677
3619,-60512
3620,-61017
3621,-59607
3622,-57122
3623,-53827
3624,-51276
3625,-50781
3626,-51914
3627,-54321
3628,-57637
3629,-60168
3630,-60837
3631,-59743
3632,-57247
3633,-53881
3634,-51447
3635,-50827
3636,-51979
3637,-54411
3638,-57665
3639,-60332
3640,-60984
3641,-59714
3642,-57199
3643,-53859
3644,-51204
3645,-50374
3646,-51599
3647,-54475
3648,-57569
3649,-59752
3650,-60527
3651,-59795
3652,-57802
3653,-54447
3654,-51417
3655,-50561
3656,-52107
3657,-54916
3658,-58167
3659,-60486
3660,-61209
3661,-60241
3662,-57678
3663,-53907
3664,-51189
3665,-50427
3666,-51578
3667,-54282
3668,-57584
3669,-60144
3670,-61172
3671,-59981
3672,-57360
3673,-54088
3674,-51722
3675,-51099
3676,-52117
3677,-54687
3678,-58071
3679,-60297
3680,-60950
3681,-60022
3682,-57722
3683,-54688
3684,-51994
3685,-51068
3686,-52126
3687,-54788
3688,-58021
3689,-60754
3690,-61437
3691,-60199
3692,-57486
3693,-54002
3694,-51554
3695,-50923
3696,-52176
3697,-54739
3698,-58081
3699,-60544
3700,-61172
3701,-60016
3702,-57262
3703,-53697
3704,-51133
3705,-50904
3706,-52387
3707,-54911
3708,-58163
3709,-60737
3710,-61312
3711,-60191
3712,-57753
3713,-54245
3714,-51659
3715,-50984
3716,-52032
3717,-54660
3718,-58052
3719,-60636
3720,-61544
3721,-60185
3722,-57429
3723,-54131
3724,-51635
3725,-50907
3726,-52071
3727,-54967
3728,-58282
3729,-60835
3730,-61733
3731,-60386
3732,-57654
3733,-53886
3734,-51077
3735,-50366
3736,-51796
3737,-54687
3738,-58435
3739,-61147
3740,-62329
3741,-60735
3742,-58079
3743,-54614
3744,-52096
3745,-51290
3746,-52438
3747,-55228
3748,-58637
3749,-61036
3750,-61664
3751,-60537
3752,-57969
3753,-54517
3754,-51969
3755,-51221
3756,-52531
3757,-55030
3758,-58384
3759,-61306
3760,-62206
3761,-60715
3762,-58006
3763,-54632
3764,-51994
3765,-51289
3766,-52749
3767,-55232
3768,-58486
3769,-61227
3770,-62048
3771,-60654
3772,-57800
3773,-54676
3774,-52744
3775,-51976
3776,-53070
3777,-55567
3778,-58963
3779,-61554
3780,-62275
3781,-61056
3782,-58453
3783,-55094
3784,-52553
3785,-51811
3786,-52956
3787,-55581
3788,-58948
3789,-61450
3790,-62441
3791,-61057
3792,-58344
3793,-55114
3794,-52758
3795,-51995
3796,-53151
3797,-55912
3798,-59306
3799,-61945
3800,-62602
3801,-61606
3802,-58933
3803,-55162
3804,-52661
3805,-52231
3806,-53439
3807,-56169
3808,-59526
3809,-62032
3810,-62869
3811,-61680
3812,-58973
3813,-55634
3814,-53117
3815,-52257
3816,-53019
3817,-55933
3818,-59541
3819,-61991
3820,-63304
3821,-62277
3822,-59594
3823,-55784
3824,-53202
3825,-52553
3826,-53679
3827,-56347
3828,-59909
3829,-62448
3830,-63155
3831,-62178
3832,-59306
3833,-55764
3834,-53377
3835,-52674
3836,-53839
3837,-56456
3838,-59867
3839,-62358
3840,-63154
3841,-62148
3842,-59583
