,emg
24611,-35387
24612,-31846
24613,-29684
24614,-29451
24615,-30822
24616,-33720
24617,-36716
24618,-38803
24619,-39254
24620,-38137
24621,-35116
24622,-31813
24623,-29414
24624,-29066
24625,-30696
24626,-33671
24627,-36988
24628,-38955
24629,-39111
24630,-37654
24631,-34625
24632,-31344
24633,-29201
24634,-28986
24635,-30351
24636,-33142
24637,-36164
24638,-38467
24639,-38956
24640,-37418
24641,-33943
24642,-30674
24643,-28966
24644,-28720
24645,-30078
24646,-32979
24647,-36367
24648,-38411
24649,-38634
24650,-37216
24651,-34307
24652,-30930
24653,-28755
24654,-28604
24655,-30142
24656,-32974
24657,-36242
24658,-38435
24659,-38586
24660,-37099
24661,-34406
24662,-31061
24663,-28679
24664,-28527
24665,-30031
24666,-32843
24667,-36236
24668,-38742
24669,-39200
24670,-37377
24671,-34534
24672,-31276
24673,-29136
24674,-28945
24675,-30425
24676,-33202
24677,-36334
24678,-38533
24679,-38936
24680,-37663
24681,-34601
24682,-31276
24683,-28906
24684,-28709
24685,-30652
24686,-33527
24687,-36842
24688,-39105
24689,-39336
24690,-37618
24691,-34677
24692,-31579
24693,-29286
24694,-28976
24695,-30496
24696,-33413
24697,-36706
24698,-39070
24699,-39158
24700,-37677
24701,-34785
24702,-31428
24703,-29286
24704,-29135
24705,-30639
24706,-33567
24707,-36869
24708,-39037
24709,-39310
24710,-37814
24711,-34898
24712,-31572
24713,-29400
24714,-29159
24715,-30725
24716,-33624
24717,-36939
24718,-39077
24719,-39208
24720,-37729
24721,-34876
24722,-31391
24723,-29293
24724,-29241
24725,-30603
24726,-33548
24727,-37151
24728,-39227
24729,-39178
24730,-37767
24731,-34772
24732,-31495
24733,-29339
24734,-28937
24735,-30446
24736,-33476
24737,-36719
24738,-38862
24739,-39043
24740,-37541
24741,-34603
24742,-31319
24743,-29119
24744,-28919
24745,-30412
24746,-33177
24747,-36548
24748,-40061
24749,-49632
24750,-47902
24751,-35569
24752,-31042
24753,-28844
24754,-28974
24755,-30579
24756,-33382
24757,-37124
24758,-35132
24759,-8607
24760,-23298
24761,-39122
24762,-31487
24763,-29216
24764,-28982
24765,-30740
24766,-33685
24767,-37372
24768,-23268
24769,-2341
24770,-18960
24771,-38654
24772,-31379
24773,-29143
24774,-29032
24775,-30606
24776,-33443
24777,-36693
24778,-19544
24779,-1681
24780,-17199
24781,-37492
24782,-31194
24783,-29054
24784,-29039
24785,-30552
24786,-33497
24787,-36339
24788,-17152
24789,-1438
24790,-16717
24791,-37775
24792,-31303
24793,-29142
24794,-29074
24795,-30366
24796,-33431
24797,-35554
24798,-14647
24799,-1234
24800,-15045
24801,-36925
24802,-31244
24803,-28874
24804,-28679
24805,-30265
24806,-33179
24807,-35279
24808,-14191
24809,-1280
24810,-16984
24811,-37427
24812,-31107
24813,-28751
24814,-28478
24815,-29677
24816,-32654
24817,-35269
24818,-15770
24819,-1402
24820,-17555
24821,-37589
24822,-30714
24823,-28404
24824,-28301
24825,-29889
24826,-32724
24827,-35662
24828,-18064
24829,-1631
24830,-17954
24831,-37107
24832,-30504
24833,-28059
24834,-27891
24835,-29824
24836,-32482
24837,-36182
24838,-21334
24839,-2169
24840,-19601
24841,-37399
24842,-30321
24843,-28141
24844,-28172
24845,-29615
24846,-32560
24847,-36267
24848,-23346
24849,-2626
24850,-20160
24851,-37317
24852,-30110
24853,-28033
24854,-27821
24855,-29331
24856,-32226
24857,-36110
24858,-28529
24859,-4446
24860,-22201
24861,-37233
24862,-30103
24863,-27933
24864,-27729
24865,-29259
24866,-32192
24867,-35912
24868,-31973
24869,-6669
24870,-24359
24871,-37677
24872,-29992
24873,-27774
24874,-27589
24875,-29151
24876,-32179
24877,-35517
24878,-33759
24879,-8859
24880,-25507
24881,-37189
24882,-30497
24883,-28346
24884,-27902
24885,-29452
24886,-32415
24887,-35977
24888,-34452
24889,-9314
24890,-26794
24891,-37971
24892,-30216
24893,-28269
24894,-28241
24895,-29736
24896,-32551
24897,-36017
24898,-33817
24899,-8307
24900,-26237
24901,-38424
24902,-30638
24903,-28239
24904,-28019
24905,-29666
24906,-32614
24907,-36116
24908,-33174
24909,-8122
24910,-27331
24911,-38236
24912,-30222
24913,-27964
24914,-27783
24915,-29284
24916,-32127
24917,-35551
24918,-36251
24919,-13774
24920,-33254
24921,-37803
24922,-29910
24923,-27682
24924,-27464
24925,-28924
24926,-32149
24927,-35556
24928,-41306
24929,-49947
24930,-48467
24931,-35592
24932,-30267
24933,-27959
24934,-27626
24935,-29304
24936,-32181
24937,-35372
24938,-39794
24939,-49644
24940,-45799
24941,-34244
24942,-29881
24943,-27639
24944,-27658
24945,-29251
24946,-32141
24947,-35639
24948,-38288
24949,-45363
24950,-40601
24951,-33214
24952,-29828
24953,-27964
24954,-27828
24955,-29222
24956,-32071
24957,-35577
24958,-37795
24959,-38987
24960,-37407
24961,-33505
24962,-30221
24963,-28078
24964,-27788
24965,-29232
24966,-32106
24967,-35716
24968,-38277
24969,-43967
24970,-40866
24971,-33708
24972,-30344
24973,-28381
24974,-28182
24975,-29599
24976,-32548
24977,-35846
24978,-39307
24979,-48927
24980,-45521
24981,-34246
24982,-30229
24983,-27989
24984,-27502
24985,-29466
24986,-32794
24987,-36014
24988,-41026
24989,-50607
24990,-48062
24991,-35754
24992,-30386
24993,-28073
24994,-27926
24995,-29505
24996,-32436
24997,-35682
24998,-39932
24999,-49748
25000,-45124
25001,-34031
25002,-30063
25003,-27682
25004,-27312
25005,-29138
25006,-32322
25007,-35504
25008,-37583
25009,-37644
25010,-36406
25011,-33481
25012,-30080
25013,-27649
25014,-27314
25015,-29176
25016,-31971
25017,-35305
25018,-37462
25019,-37640
25020,-35990
25021,-32946
25022,-29717
25023,-27586
25024,-27459
25025,-29021
25026,-31945
25027,-35211
25028,-37362
25029,-37592
25030,-35745
25031,-32722
25032,-29517
25033,-27817
25034,-27441
25035,-28829
25036,-32022
25037,-35588
25038,-37666
25039,-37711
25040,-36065
25041,-33027
25042,-29817
25043,-27906
25044,-27533
25045,-29184
25046,-32301
25047,-35150
25048,-37351
25049,-37834
25050,-36136
25051,-33123
25052,-30175
25053,-28302
25054,-27873
25055,-29309
25056,-32291
25057,-35753
25058,-37922
25059,-37914
25060,-36322
25061,-33406
25062,-30101
25063,-28058
25064,-28162
25065,-29801
25066,-32597
25067,-35732
25068,-37874
25069,-38186
25070,-36647
25071,-33492
25072,-29820
25073,-27998
25074,-28279
25075,-29950
25076,-32918
25077,-36140
25078,-38231
25079,-38517
25080,-36957
25081,-34039
25082,-30666
25083,-28445
25084,-28300
25085,-29911
25086,-32870
25087,-36172
25088,-38226
25089,-38095
25090,-36337
25091,-33396
25092,-30336
25093,-28564
25094,-28531
25095,-29846
25096,-32663
25097,-36091
25098,-38091
25099,-38192
25100,-36546
25101,-33834
25102,-30392
25103,-28225
25104,-28357
25105,-29651
25106,-32279
25107,-35456
25108,-37527
25109,-37880
25110,-36287
25111,-33210
25112,-29706
25113,-27614
25114,-27581
25115,-29207
25116,-32174
25117,-35498
25118,-37439
25119,-37483
25120,-35809
25121,-32819
25122,-29781
25123,-27521
25124,-27219
25125,-28751
25126,-31681
25127,-35017
25128,-37126
25129,-37218
25130,-35566
25131,-32582
25132,-29245
25133,-27031
25134,-26731
25135,-28083
25136,-31107
25137,-34471
25138,-36479
25139,-36473
25140,-35187
25141,-32659
25142,-29389
25143,-27184
25144,-26406
25145,-27832
25146,-30992
25147,-34345
25148,-36471
25149,-36709
25150,-35404
25151,-33111
25152,-29881
25153,-27991
25154,-27780
25155,-29142
25156,-32017
25157,-35265
25158,-37451
25159,-37717
25160,-36436
25161,-33667
25162,-30665
25163,-28535
25164,-28134
25165,-29816
25166,-32779
25167,-35904
25168,-37986
25169,-38182
25170,-36776
25171,-34010
25172,-30721
25173,-28616
25174,-28481
25175,-30001
25176,-32716
25177,-35844
25178,-38032
25179,-38364
25180,-36827
25181,-34026
25182,-30734
25183,-28444
25184,-28332
25185,-29900
25186,-32844
25187,-36002
25188,-38221
25189,-38426
25190,-36779
25191,-33888
25192,-30615
25193,-28529
25194,-28524
25195,-30101
25196,-33339
25197,-36672
25198,-38633
25199,-38551
25200,-36902
25201,-33839
25202,-30507
25203,-28356
25204,-28396
25205,-29826
25206,-32433
25207,-35546
25208,-38887
25209,-48203
25210,-47784
25211,-35441
25212,-30329
25213,-28280
25214,-28357
25215,-29739
25216,-32497
25217,-34919
25218,-15835
25219,-1649
25220,-20384
25221,-37168
25222,-30126
25223,-27989
25224,-27789
25225,-29227
25226,-32079
25227,-35194
25228,-19732
25229,-1948
25230,-18771
25231,-36767
25232,-30163
25233,-28122
25234,-27811
25235,-29361
25236,-32121
25237,-31018
25238,-8577
25239,-1112
25240,-13999
25241,-35324
25242,-30044
25243,-27717
25244,-27300
25245,-28833
25246,-31859
25247,-30216
25248,-7499
25249,-1217
25250,-16639
25251,-35577
25252,-29526
25253,-27440
25254,-27209
25255,-28729
25256,-31688
25257,-35379
25258,-22172
25259,-2856
25260,-23617
25261,-36951
25262,-29731
25263,-27670
25264,-27373
25265,-28749
25266,-31900
25267,-35771
25268,-32416
25269,-7236
25270,-26061
25271,-37909
25272,-30238
25273,-28057
25274,-27781
25275,-29259
25276,-32380
25277,-36141
25278,-26899
25279,-3683
25280,-21223
25281,-37819
25282,-30350
25283,-28230
25284,-28134
25285,-29611
25286,-32422
25287,-36021
25288,-25624
25289,-3442
25290,-21985
25291,-37206
25292,-30229
25293,-28171
25294,-28071
25295,-29452
25296,-32247
25297,-36022
25298,-28809
25299,-4781
25300,-23629
25301,-37227
25302,-29999
25303,-27968
25304,-27674
25305,-28960
25306,-31831
25307,-35739
25308,-29911
25309,-5557
25310,-24057
25311,-37544
25312,-30105
25313,-27665
25314,-27632
25315,-29151
25316,-31954
25317,-35308
25318,-30316
25319,-5971
25320,-23962
25321,-37157
25322,-29692
25323,-27561
25324,-27416
25325,-28961
25326,-31747
25327,-35451
25328,-30249
25329,-5742
25330,-24351
25331,-37261
25332,-29720
25333,-27534
25334,-27377
25335,-28873
25336,-31882
25337,-35266
25338,-29880
25339,-6149
25340,-26123
25341,-37114
25342,-29919
25343,-27957
25344,-27626
25345,-29244
25346,-32294
25347,-35547
25348,-31306
25349,-6702
25350,-25828
25351,-37844
25352,-30071
25353,-27819
25354,-27598
25355,-29349
25356,-32287
25357,-35737
25358,-32616
25359,-7791
25360,-27701
25361,-37351
25362,-29985
25363,-27823
25364,-27618
25365,-29164
25366,-32071
25367,-35543
25368,-34789
25369,-10074
25370,-28833
25371,-37003
25372,-29754
25373,-27608
25374,-27751
25375,-29352
25376,-32034
25377,-35460
25378,-37076
25379,-16116
25380,-34912
25381,-36301
25382,-30074
25383,-28124
25384,-27828
25385,-29270
25386,-32166
25387,-35352
25388,-39922
25389,-49766
25390,-44587
25391,-33655
25392,-29921
25393,-27849
25394,-27531
25395,-28942
25396,-31862
25397,-35115
25398,-37162
25399,-37227
25400,-35609
25401,-32712
25402,-29525
25403,-27437
25404,-27116
25405,-28638
25406,-31725
25407,-34757
25408,-36769
25409,-36910
25410,-35671
25411,-32690
25412,-29499
25413,-27474
25414,-27241
25415,-28734
25416,-31703
25417,-34982
25418,-37029
25419,-37363
25420,-35999
25421,-32978
25422,-29586
25423,-27334
25424,-27313
25425,-28903
25426,-31747
25427,-35111
25428,-37470
25429,-37721
25430,-36025
25431,-32852
25432,-29679
25433,-28022
25434,-28074
25435,-29229
25436,-32187
25437,-35660
25438,-37822
25439,-37851
25440,-36298
25441,-33581
25442,-30389
25443,-28261
25444,-28046
25445,-29601
25446,-32545
25447,-35746
25448,-37851
25449,-37719
25450,-36488
25451,-34044
25452,-30530
25453,-28215
25454,-28237
25455,-30074
25456,-32834
25457,-35686
25458,-37863
25459,-38226
25460,-36852
25461,-33777
25462,-30427
25463,-28146
25464,-28023
25465,-29639
25466,-32407
25467,-35788
25468,-38144
25469,-38319
25470,-36398
25471,-33127
25472,-30223
25473,-28402
25474,-28146
25475,-29482
25476,-32239
25477,-35514
25478,-37835
25479,-37986
25480,-36294
25481,-33367
25482,-30141
25483,-27752
25484,-27251
25485,-28948
25486,-32333
25487,-35543
25488,-37386
25489,-37461
25490,-36141
25491,-33082
25492,-29661
25493,-27570
25494,-27360
25495,-28855
25496,-31717
25497,-34929
25498,-37052
25499,-37300
25500,-35751
25501,-32767
25502,-29462
25503,-27343
25504,-26839
25505,-28124
25506,-31273
25507,-34685
25508,-36969
25509,-37277
25510,-35796
25511,-32644
25512,-29229
25513,-27125
25514,-27137
25515,-28676
25516,-31412
25517,-34641
25518,-38059
25519,-47591
25520,-45421
25521,-33556
25522,-29252
25523,-27098
25524,-26936
25525,-28490
25526,-31396
25527,-34954
25528,-31280
25529,-6427
25530,-21133
25531,-36304
25532,-29349
25533,-27041
25534,-27047
25535,-28931
25536,-31708
25537,-34951
25538,-22569
25539,-2773
25540,-21619
25541,-36434
25542,-29462
25543,-27401
25544,-26871
25545,-28381
25546,-31829
25547,-36005
25548,-27091
25549,-3901
25550,-22220
25551,-37274
25552,-29636
25553,-27284
25554,-27421
25555,-29243
25556,-32072
25557,-35877
25558,-28492
25559,-4728
25560,-24136
25561,-37360
25562,-29913
25563,-27873
25564,-27534
25565,-29033
25566,-31930
25567,-35614
25568,-29010
25569,-5386
25570,-25451
25571,-37515
25572,-29585
25573,-27732
25574,-27780
25575,-29309
25576,-32301
25577,-35896
25578,-30784
25579,-6199
25580,-26144
25581,-37627
25582,-29782
25583,-27618
25584,-27376
25585,-28797
25586,-31824
25587,-35661
25588,-30993
25589,-6314
25590,-24946
25591,-36886
25592,-29719
25593,-27603
25594,-27328
25595,-28916
25596,-31927
25597,-35652
25598,-31327
25599,-7022
25600,-27204
25601,-37046
25602,-29584
25603,-27365
25604,-27040
25605,-28677
25606,-31728
25607,-35697
25608,-32392
25609,-7246
25610,-25599
25611,-36511
25612,-29776
25613,-27824
25614,-27680
25615,-29182
25616,-31850
25617,-35545
25618,-32888
25619,-7963
25620,-27836
25621,-37304
25622,-29839
25623,-27679
25624,-27600
25625,-29302
25626,-32211
25627,-35776
25628,-34224
25629,-9401
25630,-28949
25631,-37281
25632,-29839
25633,-27943
25634,-27842
25635,-29784
25636,-32659
25637,-36114
25638,-34374
25639,-9389
25640,-28767
25641,-37541
25642,-30099
25643,-28105
25644,-28381
25645,-30127
25646,-32825
25647,-36482
25648,-33229
25649,-7894
25650,-27957
25651,-37918
25652,-30513
25653,-28248
25654,-28151
25655,-29920
25656,-32762
25657,-36523
25658,-33562
25659,-8099
25660,-28043
25661,-38004
25662,-30742
25663,-28713
25664,-28671
25665,-30166
25666,-32854
25667,-36502
25668,-36362
25669,-13192
25670,-34608
25671,-37998
25672,-30630
25673,-28503
25674,-28277
25675,-29754
25676,-32729
25677,-36132
25678,-42314
25679,-51724
25680,-47856
25681,-35354
25682,-30383
25683,-28229
25684,-27949
25685,-29617
25686,-32646
25687,-35819
25688,-37902
25689,-37944
25690,-36381
25691,-33292
25692,-29959
25693,-27861
25694,-27632
25695,-28957
25696,-31861
25697,-35609
25698,-37927
25699,-37809
25700,-35961
25701,-33162
25702,-30132
25703,-27850
25704,-27740
25705,-29279
25706,-32236
25707,-35370
25708,-37541
25709,-37734
25710,-36126
25711,-33129
25712,-29832
25713,-27593
25714,-27462
25715,-28970
25716,-31984
25717,-35557
25718,-37735
25719,-37587
25720,-35919
25721,-33295
25722,-30043
25723,-27831
25724,-27603
25725,-29179
25726,-32089
25727,-35441
25728,-37594
25729,-37621
25730,-35927
25731,-33095
25732,-30079
25733,-27841
25734,-27697
25735,-29246
25736,-32247
25737,-35624
25738,-37744
25739,-37727
25740,-36179
25741,-33343
25742,-29975
25743,-27942
25744,-27814
25745,-29442
25746,-32403
25747,-35676
25748,-37814
25749,-37844
25750,-36406
25751,-33497
25752,-30113
25753,-27996
25754,-27852
25755,-29464
25756,-32381
25757,-35774
25758,-38062
25759,-38224
25760,-36596
25761,-33566
25762,-30317
25763,-28197
25764,-27971
25765,-29424
25766,-32455
25767,-35775
25768,-37983
25769,-38072
25770,-36412
25771,-33274
25772,-30012
25773,-28116
25774,-28124
25775,-29552
25776,-32450
25777,-35730
25778,-41434
25779,-51092
25780,-48049
25781,-35207
25782,-29786
25783,-27746
25784,-27864
25785,-29088
25786,-31984
25787,-35672
25788,-36488
25789,-14442
25790,-34153
25791,-36913
25792,-29727
25793,-27656
25794,-27784
25795,-29319
25796,-32303
25797,-35869
25798,-35413
25799,-11341
25800,-30617
25801,-37359
25802,-29646
25803,-27536
25804,-27409
25805,-28968
25806,-32078
25807,-35269
25808,-35177
25809,-11341
25810,-30055
25811,-37658
25812,-30099
25813,-27586
25814,-27441
25815,-29194
25816,-32172
25817,-35525
25818,-34340
25819,-10786
25820,-31489
25821,-37549
25822,-29838
25823,-27717
25824,-27524
25825,-29073
25826,-32158
25827,-35746
25828,-34806
25829,-10802
25830,-31691
25831,-37729
25832,-29949
25833,-27897
25834,-27837
25835,-29172
25836,-32181
25837,-35938
25838,-34866
25839,-10001
25840,-29350
25841,-37399
25842,-30075
25843,-27715
25844,-27421
25845,-28978
25846,-32503
25847,-36137
25848,-34159
25849,-9348
25850,-29324
25851,-37699
25852,-30073
25853,-27920
25854,-27868
25855,-29339
25856,-32124
25857,-35794
25858,-37887
25859,-19694
25860,-38517
25861,-35544
25862,-30012
25863,-27850
25864,-27857
25865,-29626
25866,-32719
25867,-35873
25868,-37932
25869,-38079
25870,-36512
25871,-33548
25872,-29932
25873,-27647
25874,-27606
25875,-29312
25876,-32371
25877,-35604
25878,-37632
25879,-37689
25880,-36144
25881,-33057
25882,-29613
25883,-27533
25884,-27531
25885,-29068
25886,-31919
25887,-35244
25888,-37392
25889,-37502
25890,-35951
25891,-32736
25892,-29326
25893,-27168
25894,-26867
25895,-28270
25896,-31274
25897,-34630
25898,-36599
25899,-36799
25900,-35234
25901,-32057
25902,-28529
25903,-25662
25904,-25251
25905,-27111
25906,-30192
25907,-33657
25908,-36177
25909,-36431
25910,-34978
25911,-31941
25912,-28971
25913,-26932
25914,-26689
25915,-28067
25916,-30834
25917,-34280
25918,-36377
25919,-36423
25920,-35266
25921,-32831
25922,-29501
25923,-27074
25924,-26651
25925,-28234
25926,-31047
25927,-34314
25928,-36881
25929,-37119
25930,-35437
25931,-32782
25932,-29834
25933,-27372
25934,-26812
25935,-28284
25936,-31477
25937,-34838
25938,-37020
25939,-37161
25940,-35772
25941,-32971
25942,-29794
25943,-27699
25944,-27548
25945,-29041
25946,-31669
25947,-35042
25948,-37363
25949,-37438
25950,-35864
25951,-33272
25952,-30203
25953,-27997
25954,-27886
25955,-29131
25956,-31767
25957,-35040
25958,-37335
25959,-37519
25960,-35980
25961,-32983
25962,-29761
25963,-27709
25964,-27580
25965,-29007
25966,-31773
25967,-35026
25968,-37191
25969,-37223
25970,-35751
25971,-32823
25972,-29673
25973,-27586
25974,-27379
25975,-29007
25976,-31815
25977,-34839
25978,-36874
25979,-37212
25980,-35900
25981,-32901
25982,-29572
25983,-27684
25984,-27582
25985,-29062
25986,-31914
25987,-35145
25988,-37244
25989,-37346
25990,-35649
25991,-32748
25992,-29807
25993,-27625
25994,-27398
25995,-28931
25996,-32074
25997,-35491
25998,-37381
25999,-37541
26000,-36031
26001,-33126
26002,-29899
26003,-27820
26004,-27616
26005,-29174
26006,-32161
26007,-35346
26008,-37183
26009,-37216
26010,-36001
26011,-33219
26012,-29739
26013,-27243
26014,-27237
26015,-29329
26016,-32312
26017,-35469
26018,-37436
26019,-37612
26020,-35967
26021,-33213
26022,-30030
26023,-27890
26024,-27703
26025,-29346
26026,-32296
26027,-35554
26028,-37721
26029,-37957
26030,-36399
26031,-33286
26032,-29868
26033,-28361
26034,-28875
26035,-30116
26036,-32770
26037,-36142
26038,-39317
26039,-47435
26040,-41484
26041,-34019
26042,-30697
26043,-28647
26044,-28510
26045,-30084
26046,-32859
26047,-35919
26048,-38322
26049,-38269
26050,-36558
26051,-33834
26052,-30824
26053,-28579
26054,-28432
26055,-30009
26056,-32912
26057,-36101
26058,-38097
26059,-38178
26060,-36667
26061,-33836
26062,-30480
26063,-28394
26064,-28372
26065,-29951
26066,-32832
26067,-36111
26068,-38202
26069,-38274
26070,-36787
26071,-33864
26072,-30620
26073,-28450
26074,-28254
26075,-29844
26076,-32721
26077,-35869
26078,-37853
26079,-37847
26080,-36298
26081,-33404
26082,-30241
26083,-28213
26084,-27931
26085,-29101
26086,-31867
26087,-35357
26088,-37670
26089,-37536
26090,-36399
26091,-33629
26092,-30202
26093,-27940
26094,-27539
26095,-29005
26096,-32012
26097,-35322
26098,-37326
26099,-37531
26100,-35920
26101,-32996
26102,-30082
26103,-27975
26104,-27542
26105,-28962
26106,-32169
26107,-35388
26108,-37556
26109,-37803
26110,-36160
26111,-33235
26112,-30222
26113,-28069
26114,-27715
26115,-29080
26116,-31921
26117,-35226
26118,-37426
26119,-37691
26120,-36202
26121,-33299
26122,-30069
26123,-27982
26124,-27769
26125,-29292
26126,-32211
26127,-35464
26128,-37600
26129,-37736
26130,-36262
26131,-33462
26132,-30397
26133,-28409
26134,-28141
26135,-29766
26136,-32711
26137,-35827
26138,-37987
26139,-38349
26140,-36867
26141,-33999
26142,-31087
26143,-29019
26144,-28608
26145,-29859
26146,-32862
26147,-36565
26148,-38956
26149,-39103
26150,-37446
26151,-34234
26152,-31179
26153,-29131
26154,-28916
26155,-30424
26156,-33334
26157,-36593
26158,-38708
26159,-38916
26160,-37403
26161,-34514
26162,-31357
26163,-29276
26164,-29086
26165,-30590
26166,-33425
26167,-36744
26168,-38889
26169,-38788
26170,-37285
26171,-34339
26172,-31111
26173,-29216
26174,-28765
26175,-29832
26176,-32877
26177,-36937
26178,-39364
26179,-39286
26180,-37449
26181,-34529
26182,-31347
26183,-29329
26184,-29196
26185,-30942
26186,-33751
26187,-29444
26188,-5823
26189,-1352
26190,-19488
26191,-37667
26192,-30617
26193,-28280
26194,-28141
26195,-29500
26196,-32436
26197,-34859
26198,-14741
26199,-1721
26200,-21666
26201,-37010
26202,-30118
26203,-27839
26204,-27667
26205,-29039
26206,-31880
26207,-35649
26208,-22571
26209,-2721
26210,-22474
26211,-36832
26212,-29647
26213,-27369
26214,-27046
26215,-28745
26216,-31970
26217,-35464
26218,-26717
26219,-4547
26220,-25522
26221,-36431
26222,-29614
26223,-27644
26224,-27319
26225,-28774
26226,-31624
26227,-35136
26228,-33203
26229,-10100
26230,-32131
26231,-36521
26232,-29381
26233,-27369
26234,-27262
26235,-28721
26236,-31556
26237,-34765
26238,-40899
26239,-50369
26240,-45487
26241,-33566
26242,-29285
26243,-27349
26244,-27273
26245,-28713
26246,-31579
26247,-34665
26248,-36726
26249,-37019
26250,-35532
26251,-32574
26252,-29139
26253,-27066
26254,-27301
26255,-28783
26256,-31417
26257,-34661
26258,-37081
26259,-37462
26260,-35827
26261,-32702
26262,-29665
26263,-27762
26264,-27762
26265,-29617
26266,-32305
26267,-35317
26268,-37565
26269,-37857
26270,-36266
26271,-33378
26272,-30316
26273,-28426
26274,-28409
26275,-29812
26276,-32586
26277,-35841
26278,-38518
26279,-38794
26280,-37347
26281,-34292
26282,-31006
26283,-29109
26284,-28953
26285,-30543
26286,-33502
26287,-36741
26288,-38897
26289,-38799
26290,-37334
26291,-34676
26292,-31433
26293,-29512
26294,-29584
26295,-31051
26296,-34094
26297,-37342
26298,-39410
26299,-39491
26300,-37941
26301,-34817
26302,-31457
26303,-29622
26304,-29889
26305,-31295
26306,-34089
26307,-37267
26308,-39442
26309,-39710
26310,-37979
26311,-34900
26312,-31538
26313,-29336
26314,-29419
26315,-31149
26316,-34151
26317,-37297
26318,-39447
26319,-39661
26320,-37935
26321,-34847
26322,-31617
26323,-29334
26324,-29342
26325,-31270
26326,-33942
26327,-36859
26328,-39060
26329,-39255
26330,-37651
26331,-34597
26332,-31509
26333,-29372
26334,-29207
26335,-31055
26336,-34118
26337,-37276
26338,-39441
26339,-39562
26340,-38070
26341,-34920
26342,-31412
26343,-29645
26344,-29646
26345,-31382
26346,-34130
26347,-37079
26348,-42934
26349,-52136
26350,-48594
26351,-36422
26352,-31305
26353,-28954
26354,-28914
26355,-30448
26356,-33289
26357,-36492
26358,-39607
26359,-45721
26360,-38893
26361,-33978
26362,-30832
26363,-28729
26364,-28518
26365,-30137
26366,-33110
26367,-36344
26368,-38372
26369,-38474
26370,-36951
26371,-33770
26372,-30454
26373,-28485
26374,-28177
26375,-29789
26376,-32951
26377,-36452
26378,-38827
26379,-38450
26380,-36761
26381,-34081
26382,-30756
26383,-28734
26384,-28311
26385,-29921
26386,-32814
26387,-35921
26388,-38088
26389,-38456
26390,-36764
26391,-33836
26392,-30839
26393,-28777
26394,-28595
26395,-30235
26396,-33245
26397,-36396
26398,-38487
26399,-38767
26400,-37245
26401,-34217
26402,-30894
26403,-28863
26404,-28622
26405,-30075
26406,-33067
26407,-36466
26408,-38654
26409,-38889
26410,-37419
26411,-34188
26412,-30666
26413,-28861
26414,-28899
26415,-30089
26416,-33091
26417,-36396
26418,-38498
26419,-38674
26420,-37169
26421,-34162
26422,-30664
26423,-28542
26424,-28397
26425,-30002
26426,-32959
26427,-36081
26428,-38101
26429,-38301
26430,-36888
26431,-34084
26432,-30587
26433,-28140
26434,-28115
26435,-29734
26436,-32776
26437,-36389
26438,-38562
26439,-38659
26440,-36980
26441,-33944
26442,-30766
26443,-28421
26444,-28364
26445,-29774
26446,-32544
26447,-35752
26448,-37709
26449,-37556
26450,-36066
26451,-33364
26452,-30092
26453,-28111
26454,-27972
26455,-29028
26456,-31868
26457,-35323
26458,-37264
26459,-37348
26460,-35746
26461,-32807
26462,-29523
26463,-27151
26464,-26821
26465,-28668
26466,-31674
26467,-34883
26468,-36947
26469,-37165
26470,-35623
26471,-32421
26472,-29054
26473,-27007
26474,-26974
26475,-28594
26476,-31522
26477,-35191
26478,-37205
26479,-37264
26480,-35771
26481,-32594
26482,-29292
26483,-27509
26484,-27456
26485,-28794
26486,-31766
26487,-35099
26488,-37409
26489,-37813
26490,-36317
26491,-33342
26492,-30238
26493,-28389
26494,-28472
26495,-29889
26496,-32837
26497,-36079
26498,-38412
26499,-38816
26500,-37180
26501,-34389
26502,-31331
26503,-28982
26504,-28711
26505,-30468
26506,-33702
26507,-36962
26508,-38857
26509,-38991
26510,-37836
26511,-34808
26512,-31491
26513,-29277
26514,-29259
26515,-30849
26516,-33794
26517,-37311
26518,-39356
26519,-39375
26520,-37751
26521,-34902
26522,-31704
26523,-29704
26524,-29614
26525,-31032
26526,-33614
26527,-37150
26528,-39573
26529,-39386
26530,-37482
26531,-34831
26532,-31782
26533,-29312
26534,-29282
26535,-30829
26536,-33667
26537,-36837
26538,-39339
26539,-39570
26540,-37728
26541,-34556
26542,-31589
26543,-29480
26544,-29153
26545,-30730
26546,-33859
26547,-37114
26548,-39148
26549,-39201
26550,-37472
26551,-34689
26552,-31456
26553,-29299
26554,-29281
26555,-30956
26556,-33832
26557,-37072
26558,-37046
26559,-10953
26560,-15232
26561,-37189
26562,-31662
26563,-29831
26564,-29922
26565,-31299
26566,-33783
26567,-18234
26568,-1535
26569,-1212
26570,-16974
26571,-37069
26572,-31119
26573,-28895
26574,-28562
26575,-30237
26576,-33498
26577,-34626
26578,-12144
26579,-1592
26580,-21707
26581,-37946
26582,-30942
26583,-28597
26584,-28378
26585,-30386
26586,-33499
26587,-36700
26588,-20633
26589,-2311
26590,-22605
26591,-38217
26592,-31406
26593,-28969
26594,-28711
26595,-30242
26596,-33129
26597,-37133
26598,-24113
26599,-3076
26600,-23731
26601,-38393
26602,-31092
26603,-29047
26604,-29024
26605,-30517
26606,-33494
26607,-37391
26608,-24237
26609,-2892
